evaluation,fitness,physical_fitness,penalty,is_feasible,assigned_demands,speed_decisions,fuel_decisions,hard_violations
176,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.52, 'CPS_Triton': 15.99, 'OSS_Ceto': 10.17}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
177,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.46, 'CPS_Triton': 10.74, 'OSS_Ceto': 7.87}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
178,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.82, 'CPS_Triton': 12.96, 'OSS_Ceto': 10.08}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
179,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 12.41, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled."
180,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 15.56, 'CPS_Triton': 7.99, 'OSS_Ceto': 9.52}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
181,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 6.0, 'OSS_Ceto': 8.36}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia'])"
182,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 14.37, 'CPS_Triton': 12.74, 'OSS_Ceto': 6.73}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
183,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 13.78, 'CPS_Triton': 15.08, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
184,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 13.86, 'CPS_Triton': 10.66, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
185,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 18.83, 'CPS_Triton': 8.61, 'OSS_Ceto': 10.01}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled."
186,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.49, 'CPS_Triton': 10.1, 'OSS_Ceto': 9.78}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
187,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.25, 'CPS_Triton': 17.57, 'OSS_Ceto': 10.24}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
188,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 18.92, 'CPS_Triton': 7.81, 'OSS_Ceto': 11.96}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
189,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 16.35, 'CPS_Triton': 10.5, 'OSS_Ceto': 8.55}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}",Mandatory demand DEMAND-A is unfulfilled.
190,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 16.34, 'OSS_Ceto': 10.8}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
191,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.65, 'CPS_Triton': 6.0, 'OSS_Ceto': 10.05}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled."
192,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 20.53, 'CPS_Triton': 15.31, 'OSS_Ceto': 8.28}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
193,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 14.19, 'CPS_Triton': 13.31, 'OSS_Ceto': 13.53}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
194,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 10.27, 'CPS_Triton': 10.52, 'OSS_Ceto': 8.48}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.
195,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.19, 'CPS_Triton': 8.78, 'OSS_Ceto': 9.96}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
196,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 15.63, 'CPS_Triton': 18.0, 'OSS_Ceto': 10.19}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia'])"
197,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 8.96, 'CPS_Triton': 10.11, 'OSS_Ceto': 12.92}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
198,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.46, 'CPS_Triton': 6.0, 'OSS_Ceto': 14.56}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
199,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 15.64, 'CPS_Triton': 11.95, 'OSS_Ceto': 14.96}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
200,501000.0,1000.0,500000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 11.58, 'OSS_Ceto': 12.05}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
201,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 9.03, 'OSS_Ceto': 9.36}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
202,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 13.52, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.85}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
203,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 9.12, 'CPS_Triton': 14.8, 'OSS_Ceto': 13.22}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
204,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 18.07, 'CPS_Triton': 11.57, 'OSS_Ceto': 9.79}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
205,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.56, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.7}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
206,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.91, 'CPS_Triton': 10.01, 'OSS_Ceto': 10.23}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
207,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 9.81, 'CPS_Triton': 6.9, 'OSS_Ceto': 10.36}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).
208,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 10.65, 'CPS_Triton': 8.13, 'OSS_Ceto': 9.88}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
209,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 12.23, 'CPS_Triton': 6.0, 'OSS_Ceto': 10.18}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
210,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 14.13, 'CPS_Triton': 12.16, 'OSS_Ceto': 10.26}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled."
211,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 13.01, 'CPS_Triton': 11.73, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
212,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 17.6, 'CPS_Triton': 17.69, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled."
213,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.13, 'CPS_Triton': 7.87, 'OSS_Ceto': 9.29}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-C is unfulfilled."
214,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 9.34, 'CPS_Triton': 10.3, 'OSS_Ceto': 10.12}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-B is unfulfilled.
215,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.65, 'CPS_Triton': 8.16, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
216,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 15.21, 'OSS_Ceto': 9.74}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
