evaluation,fitness,physical_fitness,penalty,is_feasible,assigned_demands,speed_decisions,fuel_decisions,hard_violations
31,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 9.8, 'CPS_Triton': 7.25, 'OSS_Ceto': 6.25}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
32,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 18.83, 'CPS_Triton': 17.95, 'OSS_Ceto': 11.92}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
33,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 15.76, 'CPS_Triton': 17.11, 'OSS_Ceto': 6.99}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
34,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.15, 'CPS_Triton': 9.52, 'OSS_Ceto': 6.07}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
35,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 20.37, 'CPS_Triton': 8.15, 'OSS_Ceto': 11.63}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled."
36,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 18.29, 'CPS_Triton': 7.9, 'OSS_Ceto': 8.87}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
37,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 9.84, 'CPS_Triton': 12.39, 'OSS_Ceto': 5.43}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
38,501000.0,1000.0,500000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 21.39, 'CPS_Triton': 6.4, 'OSS_Ceto': 10.61}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
39,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 18.33, 'CPS_Triton': 9.32, 'OSS_Ceto': 4.88}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Cargo demand (3200.0 t) exceeds Coastal Princess Triton deadweight capacity (1800.0 t); OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
40,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 9.22, 'CPS_Triton': 15.9, 'OSS_Ceto': 10.89}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
41,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 21.33, 'CPS_Triton': 8.88, 'OSS_Ceto': 13.31}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
42,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 19.56, 'CPS_Triton': 13.26, 'OSS_Ceto': 13.12}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
43,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 13.84, 'CPS_Triton': 15.85, 'OSS_Ceto': 13.11}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia'])"
44,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 17.32, 'CPS_Triton': 7.81, 'OSS_Ceto': 4.63}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
45,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 13.67, 'CPS_Triton': 6.01, 'OSS_Ceto': 6.38}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
46,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 11.45, 'CPS_Triton': 10.72, 'OSS_Ceto': 11.05}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
47,451000.0,1000.0,450000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 20.08, 'CPS_Triton': 10.29, 'OSS_Ceto': 6.13}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
48,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 9.9, 'CPS_Triton': 15.43, 'OSS_Ceto': 14.35}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled."
49,501000.0,1000.0,500000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 15.64, 'CPS_Triton': 6.07, 'OSS_Ceto': 14.31}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
50,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 20.72, 'CPS_Triton': 17.21, 'OSS_Ceto': 13.01}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled."
51,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.47, 'CPS_Triton': 8.23, 'OSS_Ceto': 10.84}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
52,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 14.27, 'CPS_Triton': 11.97, 'OSS_Ceto': 11.19}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; Mandatory demand DEMAND-B is unfulfilled."
53,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 16.15, 'OSS_Ceto': 9.07}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled."
54,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 17.17, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.84}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply"
55,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 17.1, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.11}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
56,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.89, 'CPS_Triton': 6.0, 'OSS_Ceto': 13.22}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
57,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.51, 'CPS_Triton': 7.61, 'OSS_Ceto': 10.27}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
58,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 9.19, 'OSS_Ceto': 9.58}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled."
59,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 18.28, 'CPS_Triton': 7.86, 'OSS_Ceto': 10.11}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled."
60,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.78, 'CPS_Triton': 16.42, 'OSS_Ceto': 11.88}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
61,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-C', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 13.63, 'CPS_Triton': 14.99, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}",CPS_Triton: Cargo demand (3200.0 t) exceeds Coastal Princess Triton deadweight capacity (1800.0 t); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.
62,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 9.74, 'CPS_Triton': 18.0, 'OSS_Ceto': 13.1}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
63,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.28, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.19}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-C is unfulfilled."
64,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 21.56, 'CPS_Triton': 15.12, 'OSS_Ceto': 12.87}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
65,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 7.46, 'OSS_Ceto': 4.17}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
66,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.61, 'CPS_Triton': 14.21, 'OSS_Ceto': 12.14}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia'])"
